,Mobile_name,Specifics,Rating & Reviews, Discount
776,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",15% off
777,DIZO Star 500,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,"12,421 Ratings & 1,467 Reviews",14% off
778,"APPLE iPhone 14 (Midnight, 128 GB)",7.11 cm (2.8 inch) QVGA Display,"4,247 Ratings & 163 Reviews",40% off
779,"REDMI 10 (Pacific Blue, 64 GB)",0.3MP Rear Camera,"1,70,664 Ratings & 10,998 Reviews",40% off
780,"REDMI 10 (Caribbean Green, 64 GB)",1900 mAh Battery,"1,70,664 Ratings & 10,998 Reviews",14% off
781,"APPLE iPhone 14 (Blue, 128 GB)",SC6531E Processor,"4,247 Ratings & 163 Reviews",20% off
782,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",1 Year Warranty,"1,11,744 Ratings & 6,424 Reviews",13% off
783,"APPLE iPhone 11 (White, 64 GB)",128 GB ROM,"1,78,400 Ratings & 10,573 Reviews",40% off
784,"POCO M4 Pro (Cool Blue, 128 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,"1,34,237 Ratings & 12,247 Reviews",38% off
785,"POCO M4 Pro (Cool Blue, 64 GB)",12MP + 12MP | 12MP Front Camera,"1,34,237 Ratings & 12,247 Reviews",11% off
786,"POCO M4 Pro 5G (Cool Blue, 64 GB)","A15 Bionic Chip, 6 Core Processor Processor","35,159 Ratings & 3,125 Reviews",13% off
787,"APPLE iPhone 11 (Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,78,400 Ratings & 10,573 Reviews",38% off
788,"POCO M4 Pro (Yellow, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,34,237 Ratings & 12,247 Reviews",40% off
789,"POCO M4 Pro (Yellow, 128 GB)",17.02 cm (6.7 inch) HD+ Display,"1,34,237 Ratings & 12,247 Reviews",37% off
790,"POCO C31 (Royal Blue, 64 GB)",50MP + 2MP | 5MP Front Camera,"1,87,995 Ratings & 11,329 Reviews",37% off
791,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6000 mAh Lithium Polymer Battery,"1,40,978 Ratings & 11,531 Reviews",27% off
792,"MOTOROLA e40 (Carbon Gray, 64 GB)",Qualcomm Snapdragon 680 Processor,"59,846 Ratings & 5,853 Reviews",23% off
793,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,11,744 Ratings & 6,424 Reviews",37% off
794,"POCO C31 (Shadow Gray, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,87,995 Ratings & 11,329 Reviews",20% off
795,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",17.02 cm (6.7 inch) HD+ Display,"1,11,744 Ratings & 6,424 Reviews",27% off
796,"MOTOROLA e40 (Pink Clay, 64 GB)",50MP + 2MP | 5MP Front Camera,"59,846 Ratings & 5,853 Reviews",20% off
797,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",6000 mAh Lithium Polymer Battery,"1,11,744 Ratings & 6,424 Reviews",15% off
798,"POCO M4 Pro 5G (Cool Blue, 128 GB)",Qualcomm Snapdragon 680 Processor,"43,191 Ratings & 3,849 Reviews",28% off
799,"REDMI 9i Sport (Carbon Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"2,16,491 Ratings & 12,210 Reviews",37% off
800,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",15% off
801,"I Kall Z7 Ultra Series (Blue, 32 GB)",4 GB RAM | 32 GB ROM,343 Ratings & 35 Reviews,4% off
802,"Tecno Camon 19 (Sea Salt White, 128 GB)",15.9 cm (6.26 inch) Display,195 Ratings & 21 Reviews,3% off
803,"REDMI 10 (Caribbean Green, 64 GB)",13MP Rear Camera | 8MP Front Camera,"1,70,664 Ratings & 10,998 Reviews",40% off
804,"APPLE iPhone 14 (Midnight, 128 GB)",4000 mAh Battery,"4,247 Ratings & 163 Reviews",14% off
805,"APPLE iPhone 11 (White, 64 GB)",1 year manufacturing warranty for mobile and 6 months for box accessories,"1,78,400 Ratings & 10,573 Reviews",13% off
806,"APPLE iPhone 14 (Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"4,247 Ratings & 163 Reviews",14% off
807,"REDMI 10 (Pacific Blue, 64 GB)",17.27 cm (6.8 inch) Full HD+ Display,"1,70,664 Ratings & 10,998 Reviews",40% off
808,I Kall K3312,64MP + 2MP | 16MP Front Camera,"12,298 Ratings & 1,161 Reviews",40% off
809,"REDMI 10 (Midnight Black, 64 GB)",5000 mAh Battery,"1,70,664 Ratings & 10,998 Reviews",40% off
810,"POCO M4 Pro (Cool Blue, 128 GB)",MediaTek Helio G85 Processor,"1,34,237 Ratings & 12,247 Reviews",13% off
811,"APPLE iPhone 11 (Black, 64 GB)","1 Year Warranty for Handset, 6 Months for Accessories","1,78,400 Ratings & 10,573 Reviews",38% off
812,DIZO Star 300,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"9,590 Ratings & 1,140 Reviews",38% off
813,"POCO M4 Pro (Cool Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,"1,34,237 Ratings & 12,247 Reviews",20% off
814,"POCO M4 Pro (Yellow, 64 GB)",50MP + 2MP | 5MP Front Camera,"1,34,237 Ratings & 12,247 Reviews",37% off
815,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",6000 mAh Lithium Polymer Battery,"1,11,744 Ratings & 6,424 Reviews",37% off
816,DIZO Star 500,Qualcomm Snapdragon 680 Processor,"12,421 Ratings & 1,467 Reviews",27% off
817,"POCO C31 (Royal Blue, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,87,995 Ratings & 11,329 Reviews",6% off
818,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",37% off
819,"MOTOROLA e40 (Carbon Gray, 64 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,"59,846 Ratings & 5,853 Reviews",40% off
820,"I Kall King Talking, Contact icon and Auto Call Recording",12MP + 12MP | 12MP Front Camera,"15,092 Ratings & 1,403 Reviews",11% off
821,"POCO C31 (Shadow Gray, 64 GB)","A15 Bionic Chip, 6 Core Processor Processor","1,87,995 Ratings & 11,329 Reviews",37% off
822,"POCO C31 (Royal Blue, 32 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,25,372 Ratings & 7,433 Reviews",6% off
823,"POCO M4 Pro 5G (Cool Blue, 64 GB)",64 GB ROM,"35,159 Ratings & 3,125 Reviews",37% off
824,DIZO Star 500,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,"12,421 Ratings & 1,467 Reviews",14% off
825,"APPLE iPhone 14 (Midnight, 128 GB)",7.11 cm (2.8 inch) QVGA Display,"4,247 Ratings & 163 Reviews",40% off
826,"REDMI 10 (Pacific Blue, 64 GB)",0.3MP Rear Camera,"1,70,664 Ratings & 10,998 Reviews",40% off
827,"REDMI 10 (Caribbean Green, 64 GB)",1900 mAh Battery,"1,70,664 Ratings & 10,998 Reviews",14% off
828,"APPLE iPhone 14 (Blue, 128 GB)",SC6531E Processor,"4,247 Ratings & 163 Reviews",20% off
829,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",1 Year Warranty,"1,11,744 Ratings & 6,424 Reviews",13% off
830,"APPLE iPhone 11 (White, 64 GB)",128 GB ROM,"1,78,400 Ratings & 10,573 Reviews",40% off
831,"POCO M4 Pro (Cool Blue, 128 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,"1,34,237 Ratings & 12,247 Reviews",38% off
832,"POCO M4 Pro (Cool Blue, 64 GB)",12MP + 12MP | 12MP Front Camera,"1,34,237 Ratings & 12,247 Reviews",11% off
833,"POCO M4 Pro 5G (Cool Blue, 64 GB)","A15 Bionic Chip, 6 Core Processor Processor","35,159 Ratings & 3,125 Reviews",13% off
834,"APPLE iPhone 11 (Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,78,400 Ratings & 10,573 Reviews",38% off
835,"POCO M4 Pro (Yellow, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,34,237 Ratings & 12,247 Reviews",40% off
836,"POCO M4 Pro (Yellow, 128 GB)",17.02 cm (6.7 inch) HD+ Display,"1,34,237 Ratings & 12,247 Reviews",37% off
837,"POCO C31 (Royal Blue, 64 GB)",50MP + 2MP | 5MP Front Camera,"1,87,995 Ratings & 11,329 Reviews",37% off
838,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6000 mAh Lithium Polymer Battery,"1,40,978 Ratings & 11,531 Reviews",27% off
839,"MOTOROLA e40 (Carbon Gray, 64 GB)",Qualcomm Snapdragon 680 Processor,"59,846 Ratings & 5,853 Reviews",23% off
840,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,11,744 Ratings & 6,424 Reviews",37% off
841,"POCO C31 (Shadow Gray, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,87,995 Ratings & 11,329 Reviews",20% off
842,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",17.02 cm (6.7 inch) HD+ Display,"1,11,744 Ratings & 6,424 Reviews",27% off
843,"MOTOROLA e40 (Pink Clay, 64 GB)",50MP + 2MP | 5MP Front Camera,"59,846 Ratings & 5,853 Reviews",20% off
844,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",6000 mAh Lithium Polymer Battery,"1,11,744 Ratings & 6,424 Reviews",15% off
845,"POCO M4 Pro 5G (Cool Blue, 128 GB)",Qualcomm Snapdragon 680 Processor,"43,191 Ratings & 3,849 Reviews",28% off
846,"REDMI 9i Sport (Carbon Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"2,16,491 Ratings & 12,210 Reviews",37% off
847,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",15% off
848,"I Kall Z7 Ultra Series (Blue, 32 GB)",4 GB RAM | 32 GB ROM,343 Ratings & 35 Reviews,4% off
849,"Tecno Camon 19 (Sea Salt White, 128 GB)",15.9 cm (6.26 inch) Display,195 Ratings & 21 Reviews,3% off
850,"REDMI 10 (Caribbean Green, 64 GB)",13MP Rear Camera | 8MP Front Camera,"1,70,664 Ratings & 10,998 Reviews",40% off
851,"APPLE iPhone 14 (Midnight, 128 GB)",4000 mAh Battery,"4,247 Ratings & 163 Reviews",14% off
852,"APPLE iPhone 11 (White, 64 GB)",1 year manufacturing warranty for mobile and 6 months for box accessories,"1,78,400 Ratings & 10,573 Reviews",13% off
853,"APPLE iPhone 14 (Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"4,247 Ratings & 163 Reviews",14% off
854,"REDMI 10 (Pacific Blue, 64 GB)",17.27 cm (6.8 inch) Full HD+ Display,"1,70,664 Ratings & 10,998 Reviews",40% off
855,I Kall K3312,64MP + 2MP | 16MP Front Camera,"12,298 Ratings & 1,161 Reviews",40% off
856,"REDMI 10 (Midnight Black, 64 GB)",5000 mAh Battery,"1,70,664 Ratings & 10,998 Reviews",40% off
857,"POCO M4 Pro (Cool Blue, 128 GB)",MediaTek Helio G85 Processor,"1,34,237 Ratings & 12,247 Reviews",13% off
858,"APPLE iPhone 11 (Black, 64 GB)","1 Year Warranty for Handset, 6 Months for Accessories","1,78,400 Ratings & 10,573 Reviews",38% off
859,DIZO Star 300,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"9,590 Ratings & 1,140 Reviews",38% off
860,"POCO M4 Pro (Cool Blue, 64 GB)",17.02 cm (6.7 inch) HD+ Display,"1,34,237 Ratings & 12,247 Reviews",20% off
861,"POCO M4 Pro (Yellow, 64 GB)",50MP + 2MP | 5MP Front Camera,"1,34,237 Ratings & 12,247 Reviews",37% off
862,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",6000 mAh Lithium Polymer Battery,"1,11,744 Ratings & 6,424 Reviews",37% off
863,DIZO Star 500,Qualcomm Snapdragon 680 Processor,"12,421 Ratings & 1,467 Reviews",27% off
864,"POCO C31 (Royal Blue, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,87,995 Ratings & 11,329 Reviews",6% off
865,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",37% off
866,"MOTOROLA e40 (Carbon Gray, 64 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,"59,846 Ratings & 5,853 Reviews",40% off
867,"I Kall King Talking, Contact icon and Auto Call Recording",12MP + 12MP | 12MP Front Camera,"15,092 Ratings & 1,403 Reviews",11% off
868,"POCO C31 (Shadow Gray, 64 GB)","A15 Bionic Chip, 6 Core Processor Processor","1,87,995 Ratings & 11,329 Reviews",37% off
869,"POCO C31 (Royal Blue, 32 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,25,372 Ratings & 7,433 Reviews",6% off
870,"POCO M4 Pro 5G (Cool Blue, 64 GB)",64 GB ROM,"35,159 Ratings & 3,125 Reviews",37% off
871,DIZO Star 500,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,"12,421 Ratings & 1,467 Reviews",14% off
872,"APPLE iPhone 14 (Midnight, 128 GB)",7.11 cm (2.8 inch) QVGA Display,"4,247 Ratings & 163 Reviews",40% off
873,"REDMI 10 (Pacific Blue, 64 GB)",0.3MP Rear Camera,"1,70,664 Ratings & 10,998 Reviews",40% off
874,"REDMI 10 (Caribbean Green, 64 GB)",1900 mAh Battery,"1,70,664 Ratings & 10,998 Reviews",14% off
875,"APPLE iPhone 14 (Blue, 128 GB)",SC6531E Processor,"4,247 Ratings & 163 Reviews",20% off
876,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",1 Year Warranty,"1,11,744 Ratings & 6,424 Reviews",13% off
877,"APPLE iPhone 11 (White, 64 GB)",128 GB ROM,"1,78,400 Ratings & 10,573 Reviews",40% off
878,"POCO M4 Pro (Cool Blue, 128 GB)",15.49 cm (6.1 inch) Super Retina XDR Display,"1,34,237 Ratings & 12,247 Reviews",38% off
879,"POCO M4 Pro (Cool Blue, 64 GB)",12MP + 12MP | 12MP Front Camera,"1,34,237 Ratings & 12,247 Reviews",11% off
880,"POCO M4 Pro 5G (Cool Blue, 64 GB)","A15 Bionic Chip, 6 Core Processor Processor","35,159 Ratings & 3,125 Reviews",13% off
881,"APPLE iPhone 11 (Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,78,400 Ratings & 10,573 Reviews",38% off
882,"POCO M4 Pro (Yellow, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,34,237 Ratings & 12,247 Reviews",40% off
883,"POCO M4 Pro (Yellow, 128 GB)",17.02 cm (6.7 inch) HD+ Display,"1,34,237 Ratings & 12,247 Reviews",37% off
884,"POCO C31 (Royal Blue, 64 GB)",50MP + 2MP | 5MP Front Camera,"1,87,995 Ratings & 11,329 Reviews",37% off
885,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6000 mAh Lithium Polymer Battery,"1,40,978 Ratings & 11,531 Reviews",27% off
886,"MOTOROLA e40 (Carbon Gray, 64 GB)",Qualcomm Snapdragon 680 Processor,"59,846 Ratings & 5,853 Reviews",23% off
887,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"1,11,744 Ratings & 6,424 Reviews",37% off
888,"POCO C31 (Shadow Gray, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,"1,87,995 Ratings & 11,329 Reviews",20% off
889,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",17.02 cm (6.7 inch) HD+ Display,"1,11,744 Ratings & 6,424 Reviews",27% off
890,"MOTOROLA e40 (Pink Clay, 64 GB)",50MP + 2MP | 5MP Front Camera,"59,846 Ratings & 5,853 Reviews",20% off
891,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",6000 mAh Lithium Polymer Battery,"1,11,744 Ratings & 6,424 Reviews",15% off
892,"POCO M4 Pro 5G (Cool Blue, 128 GB)",Qualcomm Snapdragon 680 Processor,"43,191 Ratings & 3,849 Reviews",28% off
893,"REDMI 9i Sport (Carbon Black, 64 GB)",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"2,16,491 Ratings & 12,210 Reviews",37% off
894,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",128 GB ROM,"1,40,978 Ratings & 11,531 Reviews",15% off
